,TRUTH,Swarm Network,"$188,323,451","$39,271,189","$5,581,230",H2,"$164,000,000","$34,199,007",14.83%
,CORN,Corn,"$148,214,615","$37,053,654","$4,766,713",H1,"$126,000,000","$37,485,000",17.63%
,WET,HumidiFi,"$253,175,293","$58,230,317","$107,743,168",H2,"$150,000,000","$56,350,000",68.78%
,IRYS,Irys,"$354,638,945","$70,927,789","$11,200,594",H2,"$200,000,000","$54,000,000",77.32%
,STO,StakeStone,"$117,335,807","$26,439,668","$15,643,767",H1,"$60,000,000","$15,000,000",95.56%
,UB,Unibase,"$414,491,708","$103,622,927","$9,595,342",H2,"$200,000,000","$64,000,000",107.25%
,LIGHT,Bitlight,"$972,790,069","$99,727,130","$64,918,187",H2,"$458,588,340","$47,030,847",112.13%
,ZORA,Zora,"$424,033,551","$189,542,997","$45,927,755",H1,"$190,000,000","$48,000,000",123.18%
,BR,Bedrock,"$61,791,498","$13,594,129","$831,572",H1,"$25,000,000","$3,437,500",147.17%
,COAI,ChainOpera AI,"$463,893,253","$91,145,406","$12,670,488",H2,"$181,364,000","$35,628,818",155.78%
,PIEVERSE,Pieverse,"$384,420,852","$71,117,858","$14,710,412",H2,"$140,000,000","$43,000,000",174.59%
,FHE,Mind Network,"$84,139,926","$20,950,842","$30,842,473",H1,"$30,000,000","$8,000,000",180.47%
,H,Humanity,"$1,269,109,755","$231,612,530","$72,735,663",H1,"$300,000,000","$68,000,000",323.04%
,ESPORTS,Yooldo Games,"$401,791,309","$67,768,801","$53,755,079",H2,"$63,000,000","$11,000,000",537.76%
,ASTER,Aster,"$5,701,799,244","$1,709,386,636","$304,087,367",H2,"$675,120,000","$139,243,500",744.56%
